person_id,scenario_name,QLES_before,QLES_after,delta_percent
e275cfad-82df-4b07-b337-e52fa6d47688,Aluguel +20%,6.142310601449683,6.045498708535317,-1.5761477918670712
6750f107-61f8-4133-a47a-6c8c5800501f,Aluguel +20%,5.727728894339654,5.55743812048552,-2.9730941704035887
758e3350-c2c3-47b7-83a0-f9a6c8b78e42,Aluguel +20%,5.112624115554309,4.812496872805486,-5.870317002881855
0d58a420-06f0-4876-b36b-afcfca29154d,Aluguel +20%,5.231714213925609,4.9993660257262915,-4.441148325358838
99a9d15b-91b6-4548-a320-9bfeb5d1ebea,Aluguel +20%,3.4749870766005575,4.17666715937567,20.192307692307693
09366a5b-08e8-4b72-8cf4-bce662db362f,Aluguel +20%,5.451166324024331,5.214563759816588,-4.340402588066147
de20359b-ec72-47fa-aaab-8f110840bb63,Aluguel +20%,2.3399062461405022,2.4896859591489466,6.401098901098908
69fe62b8-1880-49c1-a107-3ab548babbd3,Aluguel +20%,10.87218343787263,10.82858306334565,-0.4010268477912203
8a99af41-76cb-4d70-83c3-b218d0f44b68,Aluguel +20%,6.275820425693242,6.114653833519175,-2.5680561463207257
239d38f1-06fe-43ce-9c7f-cd98acc66807,Aluguel +20%,1.8030640591382086,1.9048975414305094,5.647801683816664
e918061f-fd42-404a-aeef-4b14775578bf,Aluguel +20%,2.545443976237842,2.6010970463787966,2.186379690949232
a0e18f6a-1771-4c6e-a508-da7347673a78,Aluguel +20%,4.232425366542334,3.3288801083184407,-21.348167539267017
1be21ce3-de56-4545-b5f9-454ee69bc253,Aluguel +20%,3.5897871521622817,4.161393925000335,15.923138297872356
beb1593c-00d0-446b-803b-f70b5fc0d235,Aluguel +20%,7.380859765134932,7.286779649315127,-1.2746498214776112
152d5ff8-7d65-40b3-aace-08644bd16822,Aluguel +20%,5.4142123169189595,5.200219976018689,-3.9524187153053223
099e7fda-5e88-4f88-931a-069aac54a1f3,Aluguel +20%,5.168966311885174,4.9425811331879475,-4.379699248120297
e6697281-dcbe-478f-a761-5d4a0df2935d,Aluguel +20%,5.9208988947599455,5.751284813779585,-2.864667747163703
963c5698-89b7-435c-bb97-4e0ffce0690b,Aluguel +20%,10.146608874720165,10.072938258582088,-0.7260614560754824
eb5099d2-9f08-4c73-a952-f57aa5e2b276,Aluguel +20%,,,
8b46a80a-1ac3-4e62-abba-880058eaf7c5,Aluguel +20%,4.1798019780609685,3.094251496179211,-25.971337579617824
59dc7539-bf61-46f6-9e99-318911ceebc4,Aluguel +20%,,,
ff0d5610-a58f-475f-939b-fe3e088dea09,Aluguel +20%,2.8739917671044504,3.1488425290571156,9.563380281690147
fd49d0d4-710e-4aaa-bc23-16b2e016cde7,Aluguel +20%,7.977109814512338,7.878422758595023,-1.2371279600260612
