person_id,country,city,QLES,QLES_bucket,component_rdr,component_epr,component_iac,component_ioe,component_social
e275cfad-82df-4b07-b337-e52fa6d47688,Brazil,Campo Grande,6.142310601449683,Very Low,0.03144750039024055,0.10990384615384616,0.01347750016724595,0.01347750016724595,0.1
6750f107-61f8-4133-a47a-6c8c5800501f,Brazil,Brasília,5.727728894339654,Very Low,0.00011588812454142,0.11337209302325582,4.9666339089179995e-05,4.9666339089179995e-05,0.1
758e3350-c2c3-47b7-83a0-f9a6c8b78e42,Brazil,Vitória,5.112624115554309,Very Low,-0.022325487051992353,0.07386363636363635,-0.009568065879425295,-0.00956806587942531,0.1
0d58a420-06f0-4876-b36b-afcfca29154d,Brazil,Vitória,5.231714213925609,Very Low,-0.02215286108909594,0.08926128590971272,-0.00949408332389826,-0.009494083323898275,0.1
99a9d15b-91b6-4548-a320-9bfeb5d1ebea,Brazil,Campinas,3.4749870766005575,Very Low,-0.08015518462229103,-0.03488372093023262,-0.03435222198098188,-0.03435222198098188,0.1
09366a5b-08e8-4b72-8cf4-bce662db362f,Brazil,Campinas,5.451166324024331,Very Low,-0.0072207152985561286,0.09049479166666666,-0.0030945922708097698,-0.003094592270809785,0.1
de20359b-ec72-47fa-aaab-8f110840bb63,Brazil,Fortaleza,2.3399062461405022,Very Low,-0.094742078487038,-0.1576086956521739,-0.040603747923016305,-0.040603747923016305,0.1
69fe62b8-1880-49c1-a107-3ab548babbd3,Brazil,Vitória,10.87218343787263,Very Low,0.3362186378838594,0.16817789291882557,0.1440937019502255,0.1440937019502255,0.1
8a99af41-76cb-4d70-83c3-b218d0f44b68,Brazil,São Paulo,6.275820425693242,Very Low,0.034209515796583184,0.12239583333333334,0.014661221055678509,0.014661221055678509,0.1
239d38f1-06fe-43ce-9c7f-cd98acc66807,Brazil,São Paulo,1.8030640591382086,Very Low,-0.11338568247985074,-0.1938405797101449,-0.04859386391993604,-0.04859386391993604,0.1
e918061f-fd42-404a-aeef-4b14775578bf,Brazil,Cuiabá,2.545443976237842,Very Low,-0.16500084538587853,0.0,-0.07071464802251937,-0.07071464802251937,0.1
a0e18f6a-1771-4c6e-a508-da7347673a78,Brazil,Rio Branco,4.232425366542334,Very Low,-0.059008504167480345,0.02581521739130435,-0.02528935892892015,-0.02528935892892015,0.1
1be21ce3-de56-4545-b5f9-454ee69bc253,Brazil,Rio de Janeiro,3.5897871521622817,Very Low,-0.07942152427998127,-0.021094215861657717,-0.03403779611999198,-0.03403779611999199,0.1
beb1593c-00d0-446b-803b-f70b5fc0d235,Brazil,Manaus,7.380859765134932,Very Low,0.0898813888306767,0.16485507246376813,0.03852059521314716,0.03852059521314716,0.1
152d5ff8-7d65-40b3-aace-08644bd16822,Brazil,Curitiba,5.4142123169189595,Very Low,-0.0128310590926896,0.09603658536585366,-0.0054990253254384005,-0.0054990253254384005,0.1
099e7fda-5e88-4f88-931a-069aac54a1f3,Brazil,Recife,5.168966311885174,Very Low,-0.027072701031643748,0.09011627906976744,-0.01160258615641875,-0.01160258615641875,0.1
